-0.127827904	0.021058468	0.438124153	0.711470535	0.471776631	0.039889129	-0.116718707	-0.116281592	0.016347284	0.389541585	0.650008773	0.492757876	0.077654326	-0.08643725	-0.025557475	0.236551233	0.566060831	0.494771033	-0.108114955	-0.086429134	0.226667933	0.641471862	-0.110694426	-0.033804369	0.373044391	-0.086311481	0.015980235	-0.116753277
-0.129061697	0.05674737	0.462847198	0.650085366	0.408631683	0.038828345	-0.105501387	-0.125497725	0.015117505	0.44650121	0.711390848	0.473924634	0.038640625	-0.119621694	0.01955267	0.38482769	0.648919466	0.493503232	-0.084861074	-0.025813224	0.235541579	0.56671078	-0.109058628	-0.087766658	0.22511633	-0.110841587	-0.033672056	-0.086885238
-0.115822758	0.019679708	0.461859703	0.579748939	0.259275183	-0.017494601	-0.079150624	-0.12652111	0.049804146	0.469458861	0.650015567	0.410288465	0.037844021	-0.128985489	0.018633576	0.44134278	0.711225322	0.475277049	-0.11686594	0.018222944	0.383109539	0.649452498	-0.085993559	-0.027853656	0.233595004	-0.108936134	-0.087398024	-0.11137316
-0.08602384	0.021761555	0.436387387	0.656408049	0.267027189	-0.076220133	-0.104210767	-0.114119614	0.012485981	0.468825078	0.580773178	0.260390633	-0.01853158	-0.130459548	0.054110338	0.465521382	0.650879352	0.411693735	-0.126041969	0.01726191	0.439169289	0.711275881	-0.11879025	0.015208504	0.381611161	-0.086081686	-0.026930085	-0.109528449
-0.110517634	-0.02820402	0.373535377	0.711737084	0.416470432	-0.011176141	-0.102426027	-0.084800293	0.016199727	0.445176472	0.657520894	0.26951913	-0.076679483	-0.116501577	0.016937702	0.464709794	0.582799404	0.262245072	-0.127251038	0.052231766	0.463353387	0.650422358	-0.128197625	0.013664256	0.437682034	-0.119035629	0.016107398	-0.086643637
-0.108987152	-0.084565123	0.225552715	0.644439258	0.473470158	0.038571289	-0.078970746	-0.109428453	-0.033490722	0.382619167	0.711578295	0.419530476	-0.011403352	-0.086681638	0.01956965	0.439839938	0.658809951	0.271026435	-0.114396895	0.014870346	0.462267559	0.582290675	-0.129519932	0.04846426	0.462463491	-0.128138391	0.014847375	-0.119930406
-0.085802343	-0.024356362	0.233925676	0.569466465	0.491846108	0.042230274	-0.108702332	-0.108154677	-0.087313014	0.234588929	0.643054423	0.475922837	0.037821109	-0.111129404	-0.030168826	0.377251376	0.711317273	0.420580275	-0.08508653	0.018037994	0.437285226	0.658710594	-0.116033501	0.011431809	0.461434008	-0.129685242	0.049485372	-0.129302656
-0.118399512	0.021654864	0.38199499	0.6500316	0.490629708	0.078738791	-0.115285888	-0.084628032	-0.026812341	0.241461229	0.568391187	0.494072332	0.041411726	-0.109308825	-0.085775446	0.229039479	0.641210467	0.477188748	-0.109606257	-0.031898425	0.374132485	0.711375464	-0.086229724	0.015344491	0.435915462	-0.115720114	0.012197825	-0.130793802
-0.158441655	0.115568204	0.550171204	0.760661438	0.574360784	0.142310082	-0.133586766	-0.085812597	0.02051566	0.316854431	0.603384379	0.537686241	0.081106438	-0.102168135	-0.074234883	0.138463952	0.476699368	0.530507949	-0.090476319	-0.083760296	0.132162545	0.585381973	-0.09034054	-0.077933171	0.288503693	-0.101792513	0.007888897	-0.089748397
-0.152066013	0.055411227	0.507131176	0.606003625	0.328579474	0.032353381	-0.07824075	-0.153911055	0.107468045	0.556181075	0.760603344	0.577074165	0.141074311	-0.088950727	0.021413114	0.310808819	0.600114399	0.537409855	-0.100669589	-0.074394481	0.137299854	0.477511689	-0.091029106	-0.084430069	0.130870506	-0.090406559	-0.077947462	-0.102492805
